case_id,customer_id,signal_id,incident_type,received_at,priority_score_assigned,matched_responder_profession,response_time_minutes,outcome,escalation_required
CASE-0012170,CUST-001333,SIG-0001333,power_outage,2025-02-26T18:09:00-06:00,87,paramedic,91,transported_to_shelter,true
CASE-0012171,CUST-004002,SIG-0004002,extreme_heat,2025-10-26T04:55:00-06:00,96,EMT,38,referred_to_social_services,true
CASE-0012172,CUST-002409,SIG-0002409,power_outage,2025-09-17T07:37:00-06:00,85,physician,38,unable_to_reach_first_attempt,true
CASE-0012173,CUST-004960,SIG-0004960,tornado_damage,2025-10-11T02:40:00-06:00,68,search_and_rescue,14,referred_to_social_services,true
CASE-0012174,CUST-002012,SIG-0002012,extreme_heat,2025-05-07T16:03:00-06:00,91,paramedic,5,transported_to_hospital,true
CASE-0012175,CUST-000905,SIG-0000905,tornado_damage,2025-02-18T22:04:00-06:00,74,search_and_rescue,140,transported_to_shelter,true
CASE-0012176,CUST-001518,SIG-0001518,chemical_spill,2025-10-22T11:38:00-06:00,98,search_and_rescue,126,resolved_on_scene,true
CASE-0012177,CUST-004887,SIG-0004887,winter_storm,2025-12-25T07:03:00-06:00,81,paramedic,146,unable_to_reach_first_attempt,true
CASE-0012178,CUST-003468,SIG-0003468,tornado_damage,2025-02-25T04:55:00-06:00,72,search_and_rescue,139,unable_to_reach_first_attempt,true
CASE-0012179,CUST-002680,SIG-0002680,extreme_heat,2025-10-16T22:44:00-06:00,91,physician,131,transported_to_shelter,true
CASE-0012180,CUST-001295,SIG-0001295,flood,2025-07-09T08:28:00-06:00,75,firefighter,96,transported_to_shelter,true
CASE-0012181,CUST-002556,SIG-0002556,chemical_spill,2025-03-11T09:58:00-06:00,89,paramedic,177,referred_to_social_services,true
CASE-0012182,CUST-004903,SIG-0004903,winter_storm,2025-04-18T20:58:00-06:00,100,EMT,136,resolved_on_scene,true
CASE-0012183,CUST-003207,SIG-0003207,tornado_damage,2025-08-23T08:16:00-06:00,85,nurse,7,unable_to_reach_first_attempt,true
CASE-0012184,CUST-002787,SIG-0002787,flood,2025-04-24T05:40:00-06:00,100,evacuation_driver,5,transported_to_hospital,true
CASE-0012185,CUST-003208,SIG-0003208,extreme_heat,2025-01-03T08:20:00-06:00,98,paramedic,133,unable_to_reach_first_attempt,true
CASE-0012186,CUST-000767,SIG-0000767,flood,2025-06-19T18:19:00-06:00,73,firefighter,38,unable_to_reach_first_attempt,true
CASE-0012187,CUST-004877,SIG-0004877,wildfire_smoke,2025-09-15T17:20:00-06:00,80,EMT,112,unable_to_reach_first_attempt,true
CASE-0012188,CUST-002864,SIG-0002864,power_outage,2025-05-28T19:24:00-06:00,92,utility_technician,169,referred_to_social_services,true
CASE-0012189,CUST-000660,SIG-0000660,winter_storm,2025-12-13T13:53:00-06:00,66,EMT,171,resolved_on_scene,false
CASE-0012190,CUST-002942,SIG-0002942,chemical_spill,2025-05-11T21:21:00-06:00,58,paramedic,116,transported_to_hospital,false
CASE-0012191,CUST-004228,SIG-0004228,winter_storm,2025-08-15T21:15:00-06:00,86,paramedic,117,resolved_on_scene,true
CASE-0012192,CUST-000454,SIG-0000454,flood,2025-03-19T08:44:00-06:00,76,search_and_rescue,5,referred_to_social_services,false
CASE-0012193,CUST-001515,SIG-0001515,chemical_spill,2025-04-07T08:58:00-06:00,63,firefighter,90,referred_to_social_services,false
CASE-0012194,CUST-001651,SIG-0001651,power_outage,2025-09-13T16:45:00-06:00,84,utility_technician,42,referred_to_social_services,true
CASE-0012195,CUST-001808,SIG-0001808,chemical_spill,2025-07-20T02:04:00-06:00,100,firefighter,21,unable_to_reach_first_attempt,true
CASE-0012196,CUST-002896,SIG-0002896,tornado_damage,2025-02-16T14:26:00-06:00,100,firefighter,164,unable_to_reach_first_attempt,true
CASE-0012197,CUST-001050,SIG-0001050,flood,2025-10-21T15:31:00-06:00,100,search_and_rescue,52,transported_to_shelter,true
CASE-0012198,CUST-001904,SIG-0001904,winter_storm,2025-11-22T07:08:00-06:00,100,physician,150,resolved_on_scene,true
CASE-0012199,CUST-001495,SIG-0001495,extreme_heat,2025-08-21T19:03:00-06:00,86,paramedic,106,unable_to_reach_first_attempt,true
CASE-0012200,CUST-004803,SIG-0004803,wildfire_smoke,2025-11-23T16:34:00-06:00,100,EMT,112,resolved_on_scene,true
CASE-0012201,CUST-004149,SIG-0004149,power_outage,2025-09-03T02:00:00-06:00,100,paramedic,177,unable_to_reach_first_attempt,true
CASE-0012202,CUST-003523,SIG-0003523,tornado_damage,2025-04-19T20:00:00-06:00,100,firefighter,20,resolved_on_scene,true
CASE-0012203,CUST-000758,SIG-0000758,flood,2025-06-12T17:24:00-06:00,100,physician,11,resolved_on_scene,true
CASE-0012204,CUST-003133,SIG-0003133,flood,2025-04-07T20:55:00-06:00,71,paramedic,27,transported_to_hospital,false
CASE-0012205,CUST-000890,SIG-0000890,wildfire_smoke,2025-09-03T22:31:00-06:00,95,paramedic,70,transported_to_shelter,true
CASE-0012206,CUST-004040,SIG-0004040,winter_storm,2025-01-11T13:05:00-06:00,100,EMT,57,unable_to_reach_first_attempt,true
CASE-0012207,CUST-004597,SIG-0004597,extreme_heat,2025-08-02T06:19:00-06:00,100,physician,91,unable_to_reach_first_attempt,true
CASE-0012208,CUST-003366,SIG-0003366,extreme_heat,2025-09-09T07:47:00-06:00,87,evacuation_driver,145,transported_to_hospital,true
CASE-0012209,CUST-002647,SIG-0002647,chemical_spill,2025-03-17T02:55:00-06:00,100,firefighter,78,referred_to_social_services,true
CASE-0012210,CUST-000023,SIG-0000023,chemical_spill,2025-10-17T10:55:00-06:00,82,firefighter,140,transported_to_hospital,true
CASE-0012211,CUST-002144,SIG-0002144,winter_storm,2025-11-14T20:29:00-06:00,100,EMT,55,transported_to_hospital,true
CASE-0012212,CUST-002986,SIG-0002986,extreme_heat,2025-09-22T07:52:00-06:00,100,paramedic,170,transported_to_shelter,true
CASE-0012213,CUST-000808,SIG-0000808,extreme_heat,2025-04-21T19:25:00-06:00,81,EMT,139,transported_to_hospital,true
CASE-0012214,CUST-003616,SIG-0003616,winter_storm,2025-02-19T17:12:00-06:00,90,paramedic,46,transported_to_hospital,true
CASE-0012215,CUST-001155,SIG-0001155,wildfire_smoke,2025-03-05T12:45:00-06:00,52,EMT,50,unable_to_reach_first_attempt,false
CASE-0012216,CUST-004659,SIG-0004659,wildfire_smoke,2025-03-21T04:26:00-06:00,100,paramedic,61,transported_to_shelter,true
CASE-0012217,CUST-001480,SIG-0001480,power_outage,2025-04-05T21:36:00-06:00,57,nurse,45,transported_to_shelter,false
CASE-0012218,CUST-002347,SIG-0002347,winter_storm,2025-06-04T14:19:00-06:00,100,evacuation_driver,58,referred_to_social_services,true
CASE-0012219,CUST-001890,SIG-0001890,chemical_spill,2025-12-03T12:46:00-06:00,100,firefighter,157,referred_to_social_services,true
CASE-0012220,CUST-002809,SIG-0002809,flood,2025-04-18T09:29:00-06:00,77,evacuation_driver,157,transported_to_hospital,true
CASE-0012221,CUST-000782,SIG-0000782,extreme_heat,2025-02-15T22:26:00-06:00,89,EMT,70,unable_to_reach_first_attempt,true
CASE-0012222,CUST-001507,SIG-0001507,tornado_damage,2025-11-12T18:10:00-06:00,100,evacuation_driver,176,resolved_on_scene,true
CASE-0012223,CUST-003098,SIG-0003098,winter_storm,2025-02-13T09:27:00-06:00,83,physician,56,unable_to_reach_first_attempt,true
CASE-0012224,CUST-003486,SIG-0003486,chemical_spill,2025-03-23T02:06:00-06:00,94,firefighter,94,unable_to_reach_first_attempt,true
CASE-0012225,CUST-001590,SIG-0001590,winter_storm,2025-03-14T01:40:00-06:00,100,physician,52,referred_to_social_services,true
CASE-0012226,CUST-004625,SIG-0004625,flood,2025-07-19T03:17:00-06:00,77,search_and_rescue,155,unable_to_reach_first_attempt,true
CASE-0012227,CUST-004110,SIG-0004110,chemical_spill,2025-03-06T07:48:00-06:00,72,search_and_rescue,166,transported_to_shelter,true
CASE-0012228,CUST-003728,SIG-0003728,power_outage,2025-10-18T20:05:00-06:00,100,nurse,32,transported_to_shelter,true
CASE-0012229,CUST-003841,SIG-0003841,wildfire_smoke,2025-08-13T17:56:00-06:00,84,EMT,29,unable_to_reach_first_attempt,true
CASE-0012230,CUST-003866,SIG-0003866,winter_storm,2025-05-01T00:27:00-06:00,100,EMT,100,transported_to_hospital,true
CASE-0012231,CUST-003257,SIG-0003257,chemical_spill,2025-02-22T16:29:00-06:00,91,paramedic,130,resolved_on_scene,true
CASE-0012232,CUST-002805,SIG-0002805,chemical_spill,2025-02-03T17:12:00-06:00,100,paramedic,22,resolved_on_scene,true
CASE-0012233,CUST-001754,SIG-0001754,power_outage,2025-10-03T01:24:00-06:00,82,paramedic,65,transported_to_shelter,true
CASE-0012234,CUST-003368,SIG-0003368,power_outage,2025-02-25T05:42:00-06:00,88,paramedic,47,referred_to_social_services,true
CASE-0012235,CUST-004109,SIG-0004109,chemical_spill,2025-03-11T14:57:00-06:00,100,paramedic,98,resolved_on_scene,true
CASE-0012236,CUST-004046,SIG-0004046,flood,2025-07-25T06:18:00-06:00,55,search_and_rescue,79,transported_to_shelter,false
CASE-0012237,CUST-002581,SIG-0002581,wildfire_smoke,2025-06-24T07:27:00-06:00,79,ASL_interpreter,177,transported_to_hospital,true
CASE-0012238,CUST-000482,SIG-0000482,wildfire_smoke,2025-03-13T09:43:00-06:00,100,paramedic,175,unable_to_reach_first_attempt,true
CASE-0012239,CUST-000852,SIG-0000852,wildfire_smoke,2025-12-06T01:19:00-06:00,100,EMT,84,transported_to_hospital,true
CASE-0012240,CUST-002612,SIG-0002612,chemical_spill,2025-08-08T20:28:00-06:00,86,paramedic,80,transported_to_shelter,true
CASE-0012241,CUST-003666,SIG-0003666,tornado_damage,2025-07-13T09:04:00-06:00,45,mental_health_crisis,101,resolved_on_scene,false
CASE-0012242,CUST-000576,SIG-0000576,extreme_heat,2025-11-14T04:12:00-06:00,69,mental_health_crisis,38,resolved_on_scene,false
CASE-0012243,CUST-002252,SIG-0002252,power_outage,2025-03-20T09:46:00-06:00,100,utility_technician,64,transported_to_hospital,true
CASE-0012244,CUST-000929,SIG-0000929,tornado_damage,2025-11-07T23:12:00-06:00,60,evacuation_driver,81,transported_to_shelter,false
CASE-0012245,CUST-003410,SIG-0003410,wildfire_smoke,2025-02-19T15:23:00-06:00,100,paramedic,127,transported_to_hospital,true
CASE-0012246,CUST-001233,SIG-0001233,power_outage,2025-07-26T04:39:00-06:00,51,social_worker,123,unable_to_reach_first_attempt,true
CASE-0012247,CUST-001608,SIG-0001608,tornado_damage,2025-01-24T01:32:00-06:00,53,evacuation_driver,32,resolved_on_scene,false
CASE-0012248,CUST-004291,SIG-0004291,chemical_spill,2025-07-23T02:33:00-06:00,50,paramedic,97,transported_to_shelter,false
CASE-0012249,CUST-004704,SIG-0004704,chemical_spill,2025-04-17T07:38:00-06:00,82,firefighter,157,unable_to_reach_first_attempt,true
CASE-0012250,CUST-003945,SIG-0003945,extreme_heat,2025-09-22T15:39:00-06:00,77,EMT,120,unable_to_reach_first_attempt,true
CASE-0012251,CUST-000376,SIG-0000376,extreme_heat,2025-03-13T04:48:00-06:00,87,ASL_interpreter,172,transported_to_hospital,true
CASE-0012252,CUST-003161,SIG-0003161,tornado_damage,2025-02-15T05:30:00-06:00,84,search_and_rescue,37,transported_to_hospital,true
CASE-0012253,CUST-003409,SIG-0003409,wildfire_smoke,2025-01-16T11:03:00-06:00,100,paramedic,91,resolved_on_scene,true
CASE-0012254,CUST-001354,SIG-0001354,tornado_damage,2025-09-20T22:01:00-06:00,82,physician,43,transported_to_hospital,true
CASE-0012255,CUST-001229,SIG-0001229,tornado_damage,2025-03-19T06:08:00-06:00,100,firefighter,140,unable_to_reach_first_attempt,true
CASE-0012256,CUST-000707,SIG-0000707,power_outage,2025-10-01T15:16:00-06:00,100,paramedic,106,transported_to_hospital,true
CASE-0012257,CUST-001837,SIG-0001837,flood,2025-03-24T06:17:00-06:00,43,police,82,referred_to_social_services,false
CASE-0012258,CUST-002357,SIG-0002357,chemical_spill,2025-11-18T06:41:00-06:00,64,search_and_rescue,166,resolved_on_scene,false
CASE-0012259,CUST-001371,SIG-0001371,flood,2025-07-23T15:29:00-06:00,73,nurse,71,resolved_on_scene,false
CASE-0012260,CUST-004014,SIG-0004014,chemical_spill,2025-09-03T00:05:00-06:00,72,firefighter,149,unable_to_reach_first_attempt,true
CASE-0012261,CUST-000196,SIG-0000196,winter_storm,2025-04-15T17:13:00-06:00,100,EMT,179,unable_to_reach_first_attempt,true
CASE-0012262,CUST-002760,SIG-0002760,winter_storm,2025-10-13T15:23:00-06:00,63,paramedic,116,unable_to_reach_first_attempt,false
CASE-0012263,CUST-004615,SIG-0004615,power_outage,2025-02-17T21:25:00-06:00,100,EMT,54,unable_to_reach_first_attempt,true
CASE-0012264,CUST-004462,SIG-0004462,chemical_spill,2025-08-13T09:17:00-06:00,100,firefighter,172,unable_to_reach_first_attempt,true
CASE-0012265,CUST-000744,SIG-0000744,extreme_heat,2025-06-09T08:11:00-06:00,86,nurse,174,resolved_on_scene,true
CASE-0012266,CUST-002103,SIG-0002103,power_outage,2025-05-16T08:27:00-06:00,100,nurse,123,referred_to_social_services,true
CASE-0012267,CUST-000830,SIG-0000830,winter_storm,2025-06-25T21:06:00-06:00,36,social_worker,131,transported_to_hospital,true
CASE-0012268,CUST-004450,SIG-0004450,winter_storm,2025-09-15T15:13:00-06:00,82,paramedic,170,referred_to_social_services,true
CASE-0012269,CUST-004284,SIG-0004284,chemical_spill,2025-06-22T22:09:00-06:00,47,firefighter,64,resolved_on_scene,false
CASE-0012270,CUST-003592,SIG-0003592,wildfire_smoke,2025-07-04T17:38:00-06:00,91,social_worker,39,transported_to_hospital,true
CASE-0012271,CUST-002986,SIG-0002986,extreme_heat,2025-10-16T14:26:00-06:00,100,physician,140,unable_to_reach_first_attempt,true
CASE-0012272,CUST-001482,SIG-0001482,power_outage,2025-11-27T07:07:00-06:00,93,nurse,50,transported_to_hospital,true
CASE-0012273,CUST-000738,SIG-0000738,winter_storm,2025-10-02T10:32:00-06:00,38,nurse,146,referred_to_social_services,false
CASE-0012274,CUST-000722,SIG-0000722,chemical_spill,2025-04-25T00:53:00-06:00,100,search_and_rescue,24,referred_to_social_services,true
CASE-0012275,CUST-000558,SIG-0000558,power_outage,2025-02-22T03:29:00-06:00,46,ASL_interpreter,5,resolved_on_scene,false
CASE-0012276,CUST-003764,SIG-0003764,extreme_heat,2025-04-19T12:01:00-06:00,60,paramedic,8,transported_to_shelter,false
CASE-0012277,CUST-001798,SIG-0001798,extreme_heat,2025-04-02T20:08:00-06:00,96,paramedic,124,resolved_on_scene,true
CASE-0012278,CUST-000057,SIG-0000057,wildfire_smoke,2025-05-02T11:18:00-06:00,62,ASL_interpreter,5,transported_to_hospital,false
CASE-0012279,CUST-001573,SIG-0001573,winter_storm,2025-05-16T11:07:00-06:00,92,nurse,111,transported_to_shelter,true
CASE-0012280,CUST-004867,SIG-0004867,extreme_heat,2025-04-21T16:51:00-06:00,67,mental_health_crisis,83,referred_to_social_services,false
CASE-0012281,CUST-000083,SIG-0000083,wildfire_smoke,2025-05-12T20:10:00-06:00,56,paramedic,138,transported_to_shelter,false
CASE-0012282,CUST-004861,SIG-0004861,extreme_heat,2025-06-05T09:21:00-06:00,70,social_worker,67,referred_to_social_services,false
CASE-0012283,CUST-004628,SIG-0004628,extreme_heat,2025-08-27T05:57:00-06:00,100,ASL_interpreter,12,resolved_on_scene,true
CASE-0012284,CUST-000999,SIG-0000999,extreme_heat,2025-02-03T15:27:00-06:00,50,EMT,75,transported_to_shelter,false
CASE-0012285,CUST-001779,SIG-0001779,tornado_damage,2025-03-13T00:41:00-06:00,82,nurse,89,referred_to_social_services,true
CASE-0012286,CUST-002565,SIG-0002565,wildfire_smoke,2025-02-25T09:15:00-06:00,62,nurse,163,unable_to_reach_first_attempt,false
CASE-0012287,CUST-001287,SIG-0001287,tornado_damage,2025-02-22T02:36:00-06:00,97,physician,18,referred_to_social_services,true
CASE-0012288,CUST-004621,SIG-0004621,flood,2025-07-22T21:29:00-06:00,100,search_and_rescue,116,transported_to_hospital,true
CASE-0012289,CUST-002605,SIG-0002605,chemical_spill,2025-06-12T18:29:00-06:00,80,paramedic,8,referred_to_social_services,true
CASE-0012290,CUST-001609,SIG-0001609,winter_storm,2025-09-14T05:03:00-06:00,81,EMT,20,transported_to_shelter,false
CASE-0012291,CUST-002035,SIG-0002035,power_outage,2025-03-18T19:19:00-06:00,100,paramedic,71,referred_to_social_services,true
CASE-0012292,CUST-003251,SIG-0003251,extreme_heat,2025-05-16T02:46:00-06:00,100,physician,125,referred_to_social_services,true
CASE-0012293,CUST-004207,SIG-0004207,wildfire_smoke,2025-07-08T19:28:00-06:00,84,paramedic,173,transported_to_hospital,true
CASE-0012294,CUST-000746,SIG-0000746,flood,2025-10-15T02:17:00-06:00,100,nurse,20,resolved_on_scene,true
CASE-0012295,CUST-003341,SIG-0003341,tornado_damage,2025-11-27T16:29:00-06:00,91,firefighter,20,unable_to_reach_first_attempt,true
CASE-0012296,CUST-003946,SIG-0003946,flood,2025-10-09T22:12:00-06:00,100,search_and_rescue,96,unable_to_reach_first_attempt,true
CASE-0012297,CUST-001098,SIG-0001098,winter_storm,2025-10-02T03:10:00-06:00,100,nurse,121,referred_to_social_services,true
CASE-0012298,CUST-001881,SIG-0001881,chemical_spill,2025-07-12T13:27:00-06:00,99,paramedic,171,unable_to_reach_first_attempt,true
CASE-0012299,CUST-001729,SIG-0001729,flood,2025-09-03T18:02:00-06:00,90,firefighter,64,transported_to_shelter,true
CASE-0012300,CUST-003066,SIG-0003066,power_outage,2025-12-12T22:16:00-06:00,83,physician,46,referred_to_social_services,true
CASE-0012301,CUST-002009,SIG-0002009,extreme_heat,2025-02-17T16:11:00-06:00,68,paramedic,172,transported_to_shelter,false
CASE-0012302,CUST-004793,SIG-0004793,flood,2025-01-14T14:16:00-06:00,84,evacuation_driver,14,unable_to_reach_first_attempt,true
CASE-0012303,CUST-001993,SIG-0001993,flood,2025-11-14T14:42:00-06:00,72,EMT,142,transported_to_shelter,true
CASE-0012304,CUST-002423,SIG-0002423,flood,2025-02-22T05:44:00-06:00,89,search_and_rescue,63,transported_to_shelter,true
CASE-0012305,CUST-004325,SIG-0004325,power_outage,2025-09-05T20:29:00-06:00,100,nurse,101,unable_to_reach_first_attempt,true
CASE-0012306,CUST-003323,SIG-0003323,winter_storm,2025-08-19T07:29:00-06:00,99,nurse,61,unable_to_reach_first_attempt,true
CASE-0012307,CUST-003931,SIG-0003931,winter_storm,2025-12-10T11:32:00-06:00,100,nurse,133,unable_to_reach_first_attempt,true
CASE-0012308,CUST-000879,SIG-0000879,extreme_heat,2025-10-10T08:10:00-06:00,99,physician,116,transported_to_shelter,true
CASE-0012309,CUST-002788,SIG-0002788,flood,2025-10-20T13:51:00-06:00,84,firefighter,27,transported_to_hospital,true
CASE-0012310,CUST-004774,SIG-0004774,extreme_heat,2025-07-01T12:00:00-06:00,89,physician,22,referred_to_social_services,true
CASE-0012311,CUST-000354,SIG-0000354,power_outage,2025-11-21T10:41:00-06:00,100,nurse,35,resolved_on_scene,true
CASE-0012312,CUST-004728,SIG-0004728,extreme_heat,2025-07-19T12:22:00-06:00,100,physician,108,resolved_on_scene,true
CASE-0012313,CUST-000542,SIG-0000542,winter_storm,2025-04-27T19:48:00-06:00,78,EMT,165,resolved_on_scene,true
CASE-0012314,CUST-004002,SIG-0004002,flood,2025-09-20T02:46:00-06:00,99,search_and_rescue,158,referred_to_social_services,true
CASE-0012315,CUST-000044,SIG-0000044,power_outage,2025-02-10T19:57:00-06:00,62,paramedic,23,referred_to_social_services,false
CASE-0012316,CUST-001492,SIG-0001492,flood,2025-10-27T01:33:00-06:00,67,firefighter,162,resolved_on_scene,false
CASE-0012317,CUST-001796,SIG-0001796,power_outage,2025-12-09T06:04:00-06:00,100,nurse,7,transported_to_shelter,true
CASE-0012318,CUST-004931,SIG-0004931,flood,2025-10-27T04:52:00-06:00,100,search_and_rescue,132,referred_to_social_services,true
CASE-0012319,CUST-000577,SIG-0000577,extreme_heat,2025-05-25T01:30:00-06:00,71,EMT,6,transported_to_shelter,false
CASE-0012320,CUST-002969,SIG-0002969,flood,2025-10-06T21:22:00-06:00,86,evacuation_driver,133,transported_to_shelter,true
CASE-0012321,CUST-001663,SIG-0001663,chemical_spill,2025-03-05T20:38:00-06:00,77,firefighter,172,transported_to_shelter,true
CASE-0012322,CUST-003481,SIG-0003481,winter_storm,2025-03-27T22:47:00-06:00,77,physician,176,transported_to_hospital,true
CASE-0012323,CUST-002187,SIG-0002187,extreme_heat,2025-02-09T18:11:00-06:00,92,physician,110,transported_to_shelter,true
CASE-0012324,CUST-004658,SIG-0004658,wildfire_smoke,2025-05-14T17:10:00-06:00,100,EMT,8,transported_to_shelter,true
CASE-0012325,CUST-004969,SIG-0004969,chemical_spill,2025-11-04T05:50:00-06:00,76,paramedic,162,transported_to_shelter,true
CASE-0012326,CUST-002143,SIG-0002143,wildfire_smoke,2025-10-28T01:39:00-06:00,100,EMT,114,resolved_on_scene,true
CASE-0012327,CUST-000095,SIG-0000095,power_outage,2025-05-24T08:05:00-06:00,63,ASL_interpreter,177,unable_to_reach_first_attempt,false
CASE-0012328,CUST-001602,SIG-0001602,winter_storm,2025-11-21T04:47:00-06:00,86,EMT,177,transported_to_shelter,true
CASE-0012329,CUST-000663,SIG-0000663,flood,2025-05-02T01:27:00-06:00,81,firefighter,77,transported_to_hospital,true
CASE-0012330,CUST-001481,SIG-0001481,wildfire_smoke,2025-08-09T22:07:00-06:00,84,paramedic,98,transported_to_shelter,true
CASE-0012331,CUST-002836,SIG-0002836,wildfire_smoke,2025-05-16T07:18:00-06:00,88,police,144,unable_to_reach_first_attempt,true
CASE-0012332,CUST-004539,SIG-0004539,tornado_damage,2025-04-24T20:03:00-06:00,100,evacuation_driver,126,transported_to_hospital,true
CASE-0012333,CUST-001046,SIG-0001046,wildfire_smoke,2025-05-11T06:27:00-06:00,78,EMT,40,transported_to_shelter,false
CASE-0012334,CUST-003897,SIG-0003897,power_outage,2025-05-18T09:38:00-06:00,93,nurse,170,unable_to_reach_first_attempt,true
CASE-0012335,CUST-004717,SIG-0004717,flood,2025-08-14T00:07:00-06:00,60,firefighter,160,transported_to_shelter,false
CASE-0012336,CUST-001066,SIG-0001066,wildfire_smoke,2025-11-11T12:17:00-06:00,87,mental_health_crisis,6,unable_to_reach_first_attempt,true
CASE-0012337,CUST-001050,SIG-0001050,flood,2025-12-15T05:21:00-06:00,97,search_and_rescue,58,unable_to_reach_first_attempt,true
CASE-0012338,CUST-000225,SIG-0000225,wildfire_smoke,2025-08-01T06:15:00-06:00,32,EMT,148,unable_to_reach_first_attempt,true
CASE-0012339,CUST-002154,SIG-0002154,flood,2025-05-17T14:56:00-06:00,69,firefighter,103,referred_to_social_services,false
CASE-0012340,CUST-004143,SIG-0004143,power_outage,2025-05-04T08:16:00-06:00,90,physician,22,resolved_on_scene,true
CASE-0012341,CUST-000371,SIG-0000371,flood,2025-11-10T14:34:00-06:00,74,firefighter,97,transported_to_shelter,true
CASE-0012342,CUST-003866,SIG-0003866,flood,2025-07-08T12:43:00-06:00,100,firefighter,55,resolved_on_scene,true
CASE-0012343,CUST-003803,SIG-0003803,tornado_damage,2025-10-04T15:58:00-06:00,69,search_and_rescue,58,unable_to_reach_first_attempt,false
CASE-0012344,CUST-004710,SIG-0004710,flood,2025-02-08T01:41:00-06:00,39,EMT,125,unable_to_reach_first_attempt,false
CASE-0012345,CUST-002274,SIG-0002274,wildfire_smoke,2025-04-24T12:21:00-06:00,74,EMT,77,resolved_on_scene,false
CASE-0012346,CUST-004426,SIG-0004426,extreme_heat,2025-07-18T21:05:00-06:00,90,nurse,82,referred_to_social_services,true
CASE-0012347,CUST-002503,SIG-0002503,extreme_heat,2025-04-15T21:14:00-06:00,100,paramedic,140,transported_to_hospital,true
CASE-0012348,CUST-002251,SIG-0002251,winter_storm,2025-02-09T20:52:00-06:00,100,physician,75,resolved_on_scene,true
CASE-0012349,CUST-002842,SIG-0002842,flood,2025-04-25T18:44:00-06:00,100,firefighter,62,resolved_on_scene,true
CASE-0012350,CUST-003955,SIG-0003955,winter_storm,2025-12-05T16:42:00-06:00,76,physician,41,unable_to_reach_first_attempt,false
CASE-0012351,CUST-002974,SIG-0002974,chemical_spill,2025-05-07T06:24:00-06:00,100,paramedic,103,referred_to_social_services,true
CASE-0012352,CUST-004492,SIG-0004492,flood,2025-02-20T04:48:00-06:00,97,firefighter,86,transported_to_shelter,true
CASE-0012353,CUST-000144,SIG-0000144,power_outage,2025-11-11T03:12:00-06:00,58,evacuation_driver,148,transported_to_shelter,false
CASE-0012354,CUST-000556,SIG-0000556,extreme_heat,2025-11-20T08:12:00-06:00,100,paramedic,161,unable_to_reach_first_attempt,true
CASE-0012355,CUST-001270,SIG-0001270,winter_storm,2025-10-13T04:16:00-06:00,90,nurse,21,unable_to_reach_first_attempt,true
CASE-0012356,CUST-001776,SIG-0001776,power_outage,2025-10-15T17:59:00-06:00,78,paramedic,162,unable_to_reach_first_attempt,true
CASE-0012357,CUST-002323,SIG-0002323,power_outage,2025-01-02T21:50:00-06:00,100,nurse,122,unable_to_reach_first_attempt,true
CASE-0012358,CUST-000525,SIG-0000525,wildfire_smoke,2025-09-01T20:28:00-06:00,100,nurse,72,resolved_on_scene,true
CASE-0012359,CUST-003118,SIG-0003118,winter_storm,2025-10-16T20:38:00-06:00,73,social_worker,18,referred_to_social_services,false
CASE-0012360,CUST-002896,SIG-0002896,wildfire_smoke,2025-03-06T21:55:00-06:00,100,nurse,30,unable_to_reach_first_attempt,true
CASE-0012361,CUST-004826,SIG-0004826,extreme_heat,2025-10-22T04:20:00-06:00,100,paramedic,49,resolved_on_scene,true
CASE-0012362,CUST-001465,SIG-0001465,tornado_damage,2025-11-02T02:17:00-06:00,91,firefighter,81,unable_to_reach_first_attempt,true
CASE-0012363,CUST-004474,SIG-0004474,wildfire_smoke,2025-04-22T14:09:00-06:00,80,paramedic,44,resolved_on_scene,false
CASE-0012364,CUST-000456,SIG-0000456,tornado_damage,2025-04-13T06:32:00-06:00,95,firefighter,163,transported_to_shelter,true
CASE-0012365,CUST-003261,SIG-0003261,chemical_spill,2025-09-03T13:36:00-06:00,95,firefighter,175,transported_to_hospital,true
CASE-0012366,CUST-000021,SIG-0000021,winter_storm,2025-01-11T12:23:00-06:00,58,EMT,77,transported_to_shelter,true
CASE-0012367,CUST-003929,SIG-0003929,tornado_damage,2025-05-03T17:02:00-06:00,100,paramedic,56,unable_to_reach_first_attempt,true
CASE-0012368,CUST-000035,SIG-0000035,chemical_spill,2025-03-23T14:38:00-06:00,77,search_and_rescue,64,resolved_on_scene,false
CASE-0012369,CUST-004624,SIG-0004624,wildfire_smoke,2025-05-04T13:58:00-06:00,100,EMT,176,transported_to_shelter,true
CASE-0012370,CUST-004182,SIG-0004182,tornado_damage,2025-12-10T16:35:00-06:00,100,evacuation_driver,80,unable_to_reach_first_attempt,true
CASE-0012371,CUST-002812,SIG-0002812,winter_storm,2025-04-26T04:51:00-06:00,93,paramedic,116,resolved_on_scene,true
CASE-0012372,CUST-003726,SIG-0003726,wildfire_smoke,2025-12-18T07:17:00-06:00,45,ASL_interpreter,43,resolved_on_scene,false
CASE-0012373,CUST-004402,SIG-0004402,chemical_spill,2025-03-13T11:02:00-06:00,48,search_and_rescue,35,resolved_on_scene,false
CASE-0012374,CUST-001310,SIG-0001310,flood,2025-04-16T22:22:00-06:00,100,firefighter,50,transported_to_hospital,true
